  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000
#
#-----------------------------------------------------
#     DRAG TEF COEFFICIENT  CD TEF
#-----------------------------------------------------
#
# Mach: 0
  +0.063400  +0.046600  +0.038800  +0.039800  +0.049700  +0.068500  +0.096300  +0.132900  +0.178500  +0.232900
  +0.296300  +0.368500  +0.449700  +0.539800  +0.638800  +0.746600  +0.863400  +0.989100  +1.123700  +1.254400
  +1.365700  +1.454500  +1.518700  +1.556400  +1.542100  +1.523400  +1.500400  +1.473500  +1.442700  +1.363700
  +1.304900  +1.249600  +1.194000  +1.136600  +1.076700  +1.014400  +0.949400  +0.882000  +0.812500  +0.090000
  -0.297900  +0.454600  +3.425800 +21.692800
#
# Mach: 0.2
  +0.063400  +0.046600  +0.038800  +0.039800  +0.049700  +0.068500  +0.096300  +0.132900  +0.178500  +0.232900
  +0.296300  +0.368500  +0.449700  +0.539800  +0.638800  +0.746600  +0.863400  +0.989100  +1.123700  +1.254400
  +1.365700  +1.454500  +1.518700  +1.556400  +1.542100  +1.523400  +1.500400  +1.473500  +1.442700  +1.363700
  +1.304900  +1.249600  +1.194000  +1.136600  +1.076700  +1.014400  +0.949400  +0.882000  +0.812500  +0.090000
  -0.297900  +0.454600  +3.425800 +21.692800
#
# Mach: 0.3
  +0.063400  +0.046600  +0.038800  +0.039800  +0.049700  +0.068500  +0.096300  +0.132900  +0.178500  +0.232900
  +0.296300  +0.368500  +0.449700  +0.539800  +0.638800  +0.746600  +0.863400  +0.989100  +1.123700  +1.254400
  +1.365700  +1.454500  +1.518700  +1.556400  +1.542100  +1.523400  +1.500400  +1.473500  +1.442700  +1.363700
  +1.304900  +1.249600  +1.194000  +1.136600  +1.076700  +1.014400  +0.949400  +0.882000  +0.812500  +0.090000
  -0.297900  +0.454600  +3.425800 +21.692800
#
# Mach: 0.4
  +0.063400  +0.046600  +0.038800  +0.039800  +0.049700  +0.068500  +0.096300  +0.132900  +0.178500  +0.232900
  +0.296300  +0.368500  +0.449700  +0.539800  +0.638800  +0.746600  +0.863400  +0.989100  +1.123700  +1.254400
  +1.365700  +1.454500  +1.518700  +1.556400  +1.542100  +1.523400  +1.500400  +1.473500  +1.442700  +1.363700
  +1.304900  +1.249600  +1.194000  +1.136600  +1.076700  +1.014400  +0.949400  +0.882000  +0.812500  +0.090000
  -0.297900  +0.454600  +3.425800 +21.692800
#
# Mach: 0.5
  +0.063400  +0.046600  +0.038800  +0.039800  +0.049700  +0.068500  +0.096300  +0.132900  +0.178500  +0.232900
  +0.296300  +0.368500  +0.449700  +0.539800  +0.638800  +0.746600  +0.863400  +0.989100  +1.123700  +1.254400
  +1.365700  +1.454500  +1.518700  +1.556400  +1.542100  +1.523400  +1.500400  +1.473500  +1.442700  +1.363700
  +1.304900  +1.249600  +1.194000  +1.136600  +1.076700  +1.014400  +0.949400  +0.882000  +0.812500  +0.090000
  -0.297900  +0.454600  +3.425800 +21.692800
#
# Mach: 0.6
  +0.063300  +0.046600  +0.038700  +0.039700  +0.049600  +0.068500  +0.096200  +0.132900  +0.178400  +0.232900
  +0.296200  +0.368500  +0.449600  +0.539700  +0.638700  +0.746600  +0.863300  +0.989000  +1.123600  +1.254400
  +1.365600  +1.454400  +1.518600  +1.556300  +1.542100  +1.523300  +1.500400  +1.473400  +1.442600  +1.363700
  +1.304800  +1.249500  +1.193900  +1.136500  +1.076700  +1.014300  +0.949300  +0.882000  +0.812400  +0.089900
  -0.298000  +0.454500  +3.425700 +21.692700
#
# Mach: 0.7
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000
#
# Mach: 0.8
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000
#
# Mach: 0.85
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000
#
# Mach: 0.9
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000
#
# Mach: 0.95
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000
#
# Mach: 1
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000
#
# Mach: 1.05
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000
#
# Mach: 1.1
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000
#
# Mach: 1.15
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000
#
# Mach: 1.2
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000
#
# Mach: 1.3
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000
#
# Mach: 1.4
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000
#
# Mach: 1.6
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000
#
# Mach: 1.8
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000
#
# Mach: 2
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000
#
# Mach: 2.2
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000
#
# Mach: 2.5
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000  +0.000000
  +0.000000  +0.000000  +0.000000  +0.000000
#
# End of Aero Data
#
#-----------------------------------------------------
# PROPULSION DATA
#-----------------------------------------------------
# ENGINE OPTIONS MUST BE LISTED HERE
engopt fuelflow
#
      +1.000000   # Thrust multiplier
      +1.000000   # Fuel Flow Multiplier
#-----------------------------------------------------
# MACH BREAKPOINTS
#-----------------------------------------------------
+26.000000  # Number of Mach Breaks
#
  +0.000000  +0.100000  +0.200000  +0.300000  +0.400000  +0.500000  +0.600000  +0.700000  +0.800000  +0.900000
  +1.000000  +1.100000  +1.200000  +1.300000  +1.400000  +1.500000  +1.600000  +1.700000  +1.800000  +1.900000
  +2.000000  +2.100000  +2.200000  +2.300000  +2.400000  +2.500000
#-----------------------------------------------------
#     ALTITUDE BREAKPOINTS
#-----------------------------------------------------
+8.000000  # Number of Alt Break Points
#
  +0.000000 +5000.000000 +10000.000000 +15000.000000 +25000.000000 +35000.000000 +45000.000000 +60000.000000
#
#-----------------------------------------------------
#    THRST1 - THRUST AT IDLE (THROTL = 0.00)
#-----------------------------------------------------
# Alt: 0
     +0.000000  +2434.000000  +1533.000000   +230.000000  -1917.000000  -3910.000000  -7666.000000 -10349.000000 -13032.000000 -13799.000000
  -4025.000000  +5750.000000 +12457.000000 +19165.000000 +30664.000000 +35428.000000 +35428.000000 +35428.000000 +35428.000000 +35428.000000
 +35428.000000 +35428.000000 +35428.000000 +35428.000000 +35428.000000 +35428.000000
#
# Alt: 5000
  +2228.000000  +2228.000000  +1464.000000   +411.000000  -1365.000000  -3000.000000  -6034.000000  -8303.000000  -9284.000000  -9114.000000
  -1937.000000  +5241.000000 +11237.000000 +17232.000000 +26956.000000 +33892.000000 +33892.000000 +33892.000000 +33892.000000 +33892.000000
 +33892.000000 +33892.000000 +33892.000000 +33892.000000 +33892.000000 +33892.000000
#
# Alt: 10000
  +1916.000000  +1916.000000  +1358.000000   +678.000000   -543.000000  -1640.000000  -3593.000000  -5241.000000  -3690.000000  -2130.000000
  +1171.000000  +4472.000000  +9393.000000 +14315.000000 +21375.000000 +31118.000000 +31118.000000 +31118.000000 +31118.000000 +31118.000000
 +31118.000000 +31118.000000 +31118.000000 +31118.000000 +31118.000000 +31118.000000
#
# Alt: 15000
  +1704.000000  +1704.000000  +1284.000000   +852.000000     +0.000000   -741.000000  -1975.000000  -3210.000000     +0.000000  +2469.000000
  +3210.000000  +3951.000000  +8149.000000 +12346.000000 +17630.000000 +28643.000000 +28643.000000 +28643.000000 +28643.000000 +28643.000000
 +28643.000000 +28643.000000 +28643.000000 +28643.000000 +28643.000000 +28643.000000
#
# Alt: 25000
  +2457.000000  +2457.000000  +2190.000000  +1837.000000  +1216.000000   +851.000000   +730.000000   +487.000000     +0.000000   -730.000000
  +2528.000000  +5783.000000  +8488.000000 +11191.000000 +16757.000000 +23931.000000 +24108.000000 +24196.000000 +24284.000000 +24284.000000
 +24284.000000 +24284.000000 +24284.000000 +24284.000000 +24284.000000 +24284.000000
#
# Alt: 35000
  +3817.000000  +3817.000000  +3444.000000  +3243.000000  +2870.000000  +2612.000000  +1722.000000  +1722.000000  +2468.000000  +1722.000000
  +1378.000000  +1033.000000  +4595.000000  +8154.000000 +11926.000000 +19375.000000 +19809.000000 +20157.000000 +20504.000000 +20591.000000
 +20504.000000 +20340.000000 +20350.000000 +20360.000000 +20370.000000 +20370.000000
#
# Alt: 45000
  +3076.000000  +3076.000000  +2932.000000  +2692.000000  +2615.000000  +2307.000000  +2115.000000  +1730.000000  +1442.000000  +1442.000000
  +1202.000000   +961.000000   +865.000000   +769.000000  +5384.000000 +10252.000000 +10859.000000 +11030.000000 +11115.000000 +11115.000000
 +11115.000000 +10842.000000 +10910.000000 +11064.000000 +11064.000000 +11064.000000
#
# Alt: 60000
     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000
     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000
     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000
#-----------------------------------------------------
#    THRST2 - THRUST AT MIL POWER (THROTL = 1.00)
#-----------------------------------------------------
# Alt: 0
 +40400.000000 +40400.000000 +40400.000000 +40400.000000 +30300.000000 +20200.000000 +16160.000000 +10100.000000  +4040.000000  +4040.000000
  +4040.000000  +4040.000000  +4040.000000  +4040.000000  +4040.000000  +4040.000000  +4040.000000  +4040.000000  +4040.000000  +4040.000000
  +4040.000000  +4040.000000  +4040.000000  +4040.000000  +4040.000000  +4040.000000
#
# Alt: 5000
 +34785.000000 +34785.000000 +34785.000000 +34785.000000 +26089.000000 +17393.000000 +14349.000000  +9783.000000  +5218.000000  +5218.000000
  +5218.000000  +5218.000000  +5218.000000  +5218.000000  +5218.000000  +5218.000000  +5218.000000  +5218.000000  +5218.000000  +5218.000000
  +5218.000000  +5218.000000  +5218.000000  +5218.000000  +5218.000000  +5218.000000
#
# Alt: 10000
 +29835.000000 +29835.000000 +29835.000000 +29835.000000 +22376.000000 +14917.000000 +12605.000000  +9137.000000  +5669.000000  +5669.000000
  +5669.000000  +5669.000000  +5669.000000  +5669.000000  +5669.000000  +5669.000000  +5669.000000  +5669.000000  +5669.000000  +5669.000000
  +5669.000000  +5669.000000  +5669.000000  +5669.000000  +5669.000000  +5669.000000
#
# Alt: 15000
 +25421.000000 +25421.000000 +25421.000000 +25421.000000 +19066.000000 +12711.000000 +11185.000000  +8897.000000  +6609.000000  +6609.000000
  +6609.000000  +6609.000000  +6609.000000  +6609.000000  +6609.000000  +6609.000000  +6609.000000  +6609.000000  +6609.000000  +6609.000000
  +6609.000000  +6609.000000  +6609.000000  +6609.000000  +6609.000000  +6609.000000
#
# Alt: 25000
 +18104.000000 +18104.000000 +18104.000000 +18104.000000 +13578.000000  +9052.000000  +8373.000000  +7355.000000  +6337.000000  +6337.000000
  +6337.000000  +6337.000000  +6337.000000  +6337.000000  +6337.000000  +6337.000000  +6337.000000  +6337.000000  +6337.000000  +6337.000000
  +6337.000000  +6337.000000  +6337.000000  +6337.000000  +6337.000000  +6337.000000
#
# Alt: 35000
 +12519.000000 +12519.000000 +12519.000000 +12519.000000  +9389.000000  +6259.000000  +6103.000000  +5868.000000  +5633.000000  +5633.000000
  +5633.000000  +5633.000000  +5633.000000  +5633.000000  +5633.000000  +5633.000000  +5633.000000  +5633.000000  +5633.000000  +5633.000000
  +5633.000000  +5633.000000  +5633.000000  +5633.000000  +5633.000000  +5633.000000
#
# Alt: 45000
  +7821.000000  +7821.000000  +7821.000000  +7821.000000  +5866.000000  +3910.000000  +3910.000000  +3910.000000  +3910.000000  +3910.000000
  +3910.000000  +3910.000000  +3910.000000  +3910.000000  +3910.000000  +3910.000000  +3910.000000  +3910.000000  +3910.000000  +3910.000000
  +3910.000000  +3910.000000  +3910.000000  +3910.000000  +3910.000000  +3910.000000
#
# Alt: 60000
     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000
     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000
     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000
#-----------------------------------------------------
#    THRST3 - THRUST AT FULL AB (THROTL = 1.05)
#-----------------------------------------------------
# Alt: 0
 +40400.000000 +40400.000000 +40400.000000 +40400.000000 +30300.000000 +20200.000000 +16160.000000 +10100.000000  +4040.000000  +4040.000000
  +4040.000000  +4040.000000  +4040.000000  +4040.000000  +4040.000000  +4040.000000  +4040.000000  +4040.000000  +4040.000000  +4040.000000
  +4040.000000  +4040.000000  +4040.000000  +4040.000000  +4040.000000  +4040.000000
#
# Alt: 5000
 +34785.000000 +34785.000000 +34785.000000 +34785.000000 +26089.000000 +17393.000000 +14349.000000  +9783.000000  +5218.000000  +5218.000000
  +5218.000000  +5218.000000  +5218.000000  +5218.000000  +5218.000000  +5218.000000  +5218.000000  +5218.000000  +5218.000000  +5218.000000
  +5218.000000  +5218.000000  +5218.000000  +5218.000000  +5218.000000  +5218.000000
#
# Alt: 10000
 +29835.000000 +29835.000000 +29835.000000 +29835.000000 +22376.000000 +14917.000000 +12605.000000  +9137.000000  +5669.000000  +5669.000000
  +5669.000000  +5669.000000  +5669.000000  +5669.000000  +5669.000000  +5669.000000  +5669.000000  +5669.000000  +5669.000000  +5669.000000
  +5669.000000  +5669.000000  +5669.000000  +5669.000000  +5669.000000  +5669.000000
#
# Alt: 15000
 +25421.000000 +25421.000000 +25421.000000 +25421.000000 +19066.000000 +12711.000000 +11185.000000  +8897.000000  +6609.000000  +6609.000000
  +6609.000000  +6609.000000  +6609.000000  +6609.000000  +6609.000000  +6609.000000  +6609.000000  +6609.000000  +6609.000000  +6609.000000
  +6609.000000  +6609.000000  +6609.000000  +6609.000000  +6609.000000  +6609.000000
#
# Alt: 25000
 +18104.000000 +18104.000000 +18104.000000 +18104.000000 +13578.000000  +9052.000000  +8373.000000  +7355.000000  +6337.000000  +6337.000000
  +6337.000000  +6337.000000  +6337.000000  +6337.000000  +6337.000000  +6337.000000  +6337.000000  +6337.000000  +6337.000000  +6337.000000
  +6337.000000  +6337.000000  +6337.000000  +6337.000000  +6337.000000  +6337.000000
#
# Alt: 35000
 +12519.000000 +12519.000000 +12519.000000 +12519.000000  +9389.000000  +6259.000000  +6103.000000  +5868.000000  +5633.000000  +5633.000000
  +5633.000000  +5633.000000  +5633.000000  +5633.000000  +5633.000000  +5633.000000  +5633.000000  +5633.000000  +5633.000000  +5633.000000
  +5633.000000  +5633.000000  +5633.000000  +5633.000000  +5633.000000  +5633.000000
#
# Alt: 45000
  +7821.000000  +7821.000000  +7821.000000  +7821.000000  +5866.000000  +3910.000000  +3910.000000  +3910.000000  +3910.000000  +3910.000000
  +3910.000000  +3910.000000  +3910.000000  +3910.000000  +3910.000000  +3910.000000  +3910.000000  +3910.000000  +3910.000000  +3910.000000
  +3910.000000  +3910.000000  +3910.000000  +3910.000000  +3910.000000  +3910.000000
#
# Alt: 60000
     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000
     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000
     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000     +0.000000
#-----------------------------------------------------
#    FUELFLOW1 - FUELFLOW AT IDLE (THROTL = 0.00)
#-----------------------------------------------------
# Alt: 0
   +500.000000  +1639.000000  +1032.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000
   +500.000000  +6830.000000 +14799.000000 +22768.000000 +36429.000000 +42089.000000 +42089.000000 +42089.000000 +42089.000000 +42089.000000
 +42089.000000 +42089.000000 +42089.000000 +42089.000000 +42089.000000 +42089.000000
#
# Alt: 5000
  +1500.000000  +1500.000000   +986.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000
   +500.000000  +6227.000000 +13349.000000 +20472.000000 +32023.000000 +40264.000000 +40264.000000 +40264.000000 +40264.000000 +40264.000000
 +40264.000000 +40264.000000 +40264.000000 +40264.000000 +40264.000000 +40264.000000
#
# Alt: 10000
  +1247.000000  +1247.000000   +884.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000
  +1345.000000  +5136.000000 +10787.000000 +16439.000000 +24547.000000 +35736.000000 +35736.000000 +35736.000000 +35736.000000 +35736.000000
 +35736.000000 +35736.000000 +35736.000000 +35736.000000 +35736.000000 +35736.000000
#
# Alt: 15000
  +1274.000000  +1274.000000   +960.000000   +637.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000  +2825.000000
  +4237.000000  +5215.000000 +10756.000000 +16297.000000 +23272.000000 +37809.000000 +37809.000000 +37809.000000 +37809.000000 +37809.000000
 +37809.000000 +37809.000000 +37809.000000 +37809.000000 +37809.000000 +37809.000000
#
# Alt: 25000
  +1838.000000  +1838.000000  +1638.000000  +1374.000000   +910.000000   +674.000000   +610.000000   +500.000000   +500.000000   +500.000000
  +3337.000000  +7633.000000 +11204.000000 +14772.000000 +22119.000000 +31589.000000 +31822.000000 +31939.000000 +32055.000000 +32055.000000
 +32055.000000 +32055.000000 +32055.000000 +32055.000000 +32055.000000 +32055.000000
#
# Alt: 35000
  +2855.000000  +2855.000000  +2576.000000  +2426.000000  +2147.000000  +2069.000000  +1440.000000  +1515.000000  +2607.000000  +1970.000000
  +1819.000000  +1364.000000  +6066.000000 +10764.000000 +15742.000000 +25575.000000 +26148.000000 +26607.000000 +27065.000000 +27180.000000
 +27065.000000 +26849.000000 +26862.000000 +26875.000000 +26888.000000 +26888.000000
#
# Alt: 45000
  +2301.000000  +2301.000000  +2193.000000  +2013.000000  +1956.000000  +1827.000000  +1768.000000  +1523.000000  +1523.000000  +1650.000000
  +1586.000000  +1269.000000  +1142.000000  +1015.000000  +7106.000000 +13533.000000 +14334.000000 +14559.000000 +14672.000000 +14672.000000
 +14672.000000 +14311.000000 +14401.000000 +14605.000000 +14605.000000 +14605.000000
#
# Alt: 60000
   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000
   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000
   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000   +500.000000
#-----------------------------------------------------
#    FUELFLOW2 - FUELFLOW AT MIL POWER (THROTL = 1.00)
#-----------------------------------------------------
# Alt: 0
 +27197.000000 +27197.000000 +27197.000000 +27197.000000 +20398.000000 +14399.000000 +12159.000000  +7999.000000  +3840.000000  +4160.000000
  +4800.000000  +4800.000000  +4800.000000  +4800.000000  +4800.000000  +4800.000000  +4800.000000  +4800.000000  +4800.000000  +4800.000000
  +4800.000000  +4800.000000  +4800.000000  +4800.000000  +4800.000000  +4800.000000
#
# Alt: 5000
 +23418.000000 +23418.000000 +23418.000000 +23418.000000 +17563.000000 +12398.000000 +10796.000000  +7748.000000  +4959.000000  +5372.000000
  +6199.000000  +6199.000000  +6199.000000  +6199.000000  +6199.000000  +6199.000000  +6199.000000  +6199.000000  +6199.000000  +6199.000000
  +6199.000000  +6199.000000  +6199.000000  +6199.000000  +6199.000000  +6199.000000
#
# Alt: 10000
 +19415.000000 +19415.000000 +19415.000000 +19415.000000 +14561.000000 +10279.000000  +9168.000000  +6995.000000  +5208.000000  +5642.000000
